customer_id,gender,senior_citizen,partner,dependents,contract_type,payment_method,paperless_billing,internet_service,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,monthly_charges,tenure_months,is_active,ticket_count,avg_satisfaction,churned,predicted_total_tenure_months,predicted_clv,segment_cluster,segment_label
CU-05923,Male,0,1,0,Two year,Electronic check,1,DSL,0,No phone service,No,Yes,No,No,No,Yes,49.71,10,1,2,5.0,0,20.830717380605112,1035.49,1,Growing / Mid-Value
CU-05924,Female,0,0,0,Month-to-month,Electronic check,0,Fiber optic,1,No,No,No,No,No,No,No,66.45,1,0,0,3.0,1,1.0,66.45,2,Price-Sensitive
CU-05925,Male,0,0,0,Month-to-month,Mailed check,0,DSL,1,Yes,No,No,No,Yes,No,Yes,54.87,17,0,3,4.0,1,17.0,932.79,1,Growing / Mid-Value
CU-05926,Female,0,0,1,Two year,Bank transfer (automatic),1,Fiber optic,1,Yes,No,Yes,No,No,No,Yes,79.15,4,0,0,3.0,1,4.0,316.6,2,Price-Sensitive
CU-05927,Female,0,0,0,Month-to-month,Bank transfer (automatic),0,Fiber optic,0,No phone service,No,No,No,Yes,Yes,No,70.46,12,0,0,3.0,1,12.0,845.52,2,Price-Sensitive
CU-05928,Female,0,0,0,Month-to-month,Bank transfer (automatic),1,Fiber optic,1,No,No,Yes,Yes,No,No,No,79.08,7,0,0,3.0,1,7.0,553.56,2,Price-Sensitive
CU-05929,Female,1,0,0,Month-to-month,Bank transfer (automatic),0,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,23.37,26,1,1,4.0,0,26.0,607.62,3,Low-Value / New
CU-05930,Female,0,1,0,Month-to-month,Mailed check,0,Fiber optic,1,No,No,No,No,No,Yes,Yes,83.72,28,0,0,3.0,1,28.0,2344.16,0,High-Value Loyal
CU-05931,Male,0,1,0,Month-to-month,Electronic check,1,Fiber optic,1,No,No,No,No,No,No,Yes,72.22,30,0,1,3.0,1,30.0,2166.6,0,High-Value Loyal
CU-05932,Male,1,1,0,Two year,Bank transfer (automatic),1,DSL,1,Yes,Yes,No,Yes,Yes,No,No,65.19,64,1,0,3.0,0,64.0,4172.16,0,High-Value Loyal
CU-05933,Male,0,1,1,Two year,Electronic check,1,Fiber optic,1,Yes,Yes,Yes,No,Yes,No,Yes,93.28,12,1,0,3.0,0,16.396722055555355,1529.49,2,Price-Sensitive
CU-05934,Female,0,0,0,Month-to-month,Mailed check,1,DSL,1,No,No,No,No,No,Yes,No,51.37,15,1,0,3.0,0,15.0,770.55,2,Price-Sensitive
CU-05935,Male,0,0,0,Month-to-month,Credit card (automatic),1,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.44,32,1,1,3.0,0,32.0,622.08,3,Low-Value / New
CU-05936,Female,0,0,0,Two year,Bank transfer (automatic),1,Fiber optic,1,No,Yes,No,Yes,Yes,No,No,90.13,28,1,1,4.0,0,28.0,2523.64,0,High-Value Loyal
CU-05937,Female,0,0,0,One year,Electronic check,0,Fiber optic,1,No,No,No,No,No,No,No,71.51,21,1,1,5.0,0,21.0,1501.71,2,Price-Sensitive
CU-05938,Male,0,1,0,Two year,Credit card (automatic),1,DSL,1,No,No,Yes,No,Yes,No,No,60.93,22,1,0,3.0,0,22.0,1340.46,2,Price-Sensitive
CU-05939,Male,0,1,0,One year,Electronic check,1,No,0,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,37,1,0,3.0,0,37.0,666.0,3,Low-Value / New
CU-05940,Male,0,0,1,Two year,Bank transfer (automatic),0,Fiber optic,1,No,No,Yes,Yes,No,No,Yes,91.77,46,1,1,5.0,0,46.0,4221.42,0,High-Value Loyal
CU-05941,Male,1,0,0,Two year,Bank transfer (automatic),1,DSL,1,No,No,No,No,Yes,Yes,No,55.37,22,1,0,3.0,0,22.0,1218.14,2,Price-Sensitive
CU-05942,Male,0,0,1,Two year,Bank transfer (automatic),1,DSL,1,No,Yes,No,No,Yes,No,Yes,63.17,24,1,0,3.0,0,24.0,1516.08,2,Price-Sensitive
CU-05943,Male,1,0,0,Month-to-month,Electronic check,1,Fiber optic,1,Yes,No,Yes,No,No,Yes,No,81.18,38,1,0,3.0,0,38.0,3084.84,0,High-Value Loyal
CU-05944,Female,1,0,0,Month-to-month,Credit card (automatic),1,Fiber optic,1,No,No,No,Yes,No,Yes,No,77.6,6,0,1,1.0,1,6.0,465.6,2,Price-Sensitive
CU-05945,Female,0,1,0,One year,Electronic check,1,DSL,1,No,No,No,No,No,No,Yes,54.8,35,1,1,4.0,0,35.0,1918.0,0,High-Value Loyal
CU-05946,Male,0,0,0,Month-to-month,Electronic check,1,DSL,1,Yes,No,No,No,No,No,No,48.6,31,0,2,2.0,1,31.0,1506.6,1,Growing / Mid-Value
CU-05947,Male,0,1,0,Month-to-month,Mailed check,0,DSL,1,Yes,No,Yes,No,Yes,Yes,Yes,75.49,1,1,0,3.0,0,11.279434826117885,851.48,2,Price-Sensitive
CU-05948,Male,1,0,0,Two year,Mailed check,0,Fiber optic,1,No,No,No,No,No,No,No,63.79,62,1,0,3.0,0,62.0,3954.98,0,High-Value Loyal
CU-05949,Female,0,0,0,Month-to-month,Electronic check,1,Fiber optic,1,Yes,No,No,No,No,No,No,64.17,21,1,0,3.0,0,21.0,1347.57,2,Price-Sensitive
CU-05950,Female,0,1,0,Month-to-month,Electronic check,1,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,23.47,12,0,0,3.0,1,12.0,281.64,3,Low-Value / New
CU-05951,Male,0,1,0,Month-to-month,Mailed check,1,Fiber optic,0,No phone service,No,No,Yes,No,No,No,61.28,12,0,0,3.0,1,12.0,735.36,2,Price-Sensitive
CU-05952,Male,0,0,1,Month-to-month,Credit card (automatic),1,Fiber optic,1,No,Yes,No,Yes,Yes,No,Yes,89.37,37,1,2,4.0,0,37.0,3306.69,1,Growing / Mid-Value
CU-05953,Female,1,1,1,One year,Electronic check,1,Fiber optic,1,Yes,No,No,No,No,No,No,59.76,26,0,1,5.0,1,26.0,1553.76,2,Price-Sensitive
CU-05954,Female,0,0,0,Two year,Electronic check,1,Fiber optic,1,Yes,No,No,No,No,No,No,73.26,37,1,0,3.0,0,37.0,2710.62,0,High-Value Loyal
CU-05955,Male,1,0,0,One year,Credit card (automatic),1,Fiber optic,1,Yes,No,No,Yes,No,Yes,Yes,87.3,23,0,1,1.0,1,23.0,2007.9,0,High-Value Loyal
CU-05956,Female,0,1,0,Month-to-month,Mailed check,1,DSL,1,Yes,No,No,No,No,No,No,44.39,22,1,0,3.0,0,22.0,976.58,3,Low-Value / New
CU-05957,Male,0,1,0,Month-to-month,Mailed check,1,DSL,1,No,No,No,Yes,No,Yes,Yes,66.38,4,1,0,3.0,0,10.120399168514274,671.79,2,Price-Sensitive
CU-05958,Male,1,0,1,Month-to-month,Mailed check,1,Fiber optic,1,Yes,No,No,No,Yes,No,Yes,73.8,16,0,0,3.0,1,16.0,1180.8,2,Price-Sensitive
CU-05959,Female,0,0,0,Month-to-month,Mailed check,1,DSL,1,Yes,No,No,No,No,No,Yes,60.42,12,1,0,3.0,0,12.0,725.04,2,Price-Sensitive
CU-05960,Female,1,1,0,One year,Bank transfer (automatic),1,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.23,15,1,0,3.0,0,16.539178558253226,400.74,3,Low-Value / New
CU-05961,Male,0,0,1,Month-to-month,Electronic check,1,Fiber optic,1,No,No,No,Yes,Yes,Yes,No,87.59,28,0,2,3.0,1,28.0,2452.52,1,Growing / Mid-Value
CU-05962,Female,0,0,1,Month-to-month,Mailed check,1,Fiber optic,1,Yes,Yes,Yes,No,No,No,No,74.28,3,1,1,1.0,0,15.983151449144568,1187.23,2,Price-Sensitive
CU-05963,Male,0,0,1,Month-to-month,Electronic check,0,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,26.7,9,1,1,5.0,0,11.595361623934092,309.6,3,Low-Value / New
CU-05964,Female,1,1,1,Month-to-month,Electronic check,1,Fiber optic,1,Yes,Yes,No,Yes,No,Yes,No,76.09,2,0,0,3.0,1,2.0,152.18,2,Price-Sensitive
CU-05965,Male,1,0,1,Two year,Electronic check,0,Fiber optic,1,Yes,No,Yes,No,No,Yes,No,76.6,19,1,0,3.0,0,19.0,1455.4,2,Price-Sensitive
CU-05966,Female,0,1,0,Month-to-month,Mailed check,1,DSL,1,Yes,No,Yes,No,No,Yes,No,51.99,29,1,0,3.0,0,29.0,1507.71,2,Price-Sensitive
CU-05967,Female,0,1,0,Month-to-month,Bank transfer (automatic),0,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.41,35,1,1,4.0,0,35.0,749.35,3,Low-Value / New
CU-05968,Male,0,0,0,Month-to-month,Bank transfer (automatic),0,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.95,22,1,1,5.0,0,22.0,504.9,3,Low-Value / New
CU-05969,Female,0,1,0,Month-to-month,Credit card (automatic),1,DSL,1,No,No,No,No,No,No,No,51.17,5,1,0,3.0,0,12.221480356504427,625.37,2,Price-Sensitive
CU-05970,Female,0,1,1,Month-to-month,Credit card (automatic),0,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.01,3,1,0,3.0,0,11.100182354987632,233.21,3,Low-Value / New
CU-05971,Female,0,0,0,One year,Bank transfer (automatic),1,DSL,0,No phone service,No,Yes,Yes,No,No,No,58.75,23,1,1,5.0,0,23.0,1351.25,2,Price-Sensitive
CU-05972,Male,1,0,0,One year,Mailed check,1,DSL,1,No,Yes,No,No,No,Yes,No,65.84,8,1,1,4.0,0,20.443594525349788,1346.01,2,Price-Sensitive
CU-05973,Female,0,1,0,Month-to-month,Electronic check,1,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.03,20,1,0,3.0,0,20.0,400.6,3,Low-Value / New
CU-05974,Female,1,1,0,Month-to-month,Electronic check,1,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,28.48,9,1,0,3.0,0,11.072078287730934,315.33,3,Low-Value / New
CU-05975,Male,0,0,1,Two year,Electronic check,1,Fiber optic,1,No,No,Yes,Yes,No,No,Yes,77.8,23,1,0,3.0,0,23.0,1789.4,2,Price-Sensitive
CU-05976,Female,0,1,0,Two year,Credit card (automatic),0,Fiber optic,1,Yes,Yes,No,No,No,Yes,No,73.04,42,1,0,3.0,0,42.0,3067.68,0,High-Value Loyal
CU-05977,Male,1,1,0,Month-to-month,Bank transfer (automatic),1,DSL,1,Yes,No,Yes,No,No,Yes,Yes,65.08,5,0,0,3.0,1,5.0,325.4,2,Price-Sensitive
CU-05978,Male,0,1,0,Month-to-month,Mailed check,1,DSL,1,Yes,Yes,No,No,No,No,No,52.08,3,0,0,3.0,1,3.0,156.24,2,Price-Sensitive
CU-05979,Female,1,1,0,Month-to-month,Mailed check,0,DSL,1,Yes,No,No,Yes,No,Yes,No,59.13,5,1,0,3.0,0,9.153018313202285,541.22,2,Price-Sensitive
CU-05980,Female,1,0,1,One year,Bank transfer (automatic),0,DSL,1,No,No,No,No,No,No,Yes,51.42,26,1,0,3.0,0,26.0,1336.92,2,Price-Sensitive
CU-05981,Female,0,0,0,Two year,Mailed check,1,Fiber optic,1,Yes,No,No,No,Yes,Yes,Yes,86.15,39,1,1,5.0,0,39.0,3359.85,0,High-Value Loyal
CU-05982,Male,0,1,1,One year,Mailed check,0,DSL,1,No,Yes,Yes,No,No,No,No,53.57,36,1,0,3.0,0,36.0,1928.52,0,High-Value Loyal
CU-05983,Female,0,0,1,Month-to-month,Mailed check,0,Fiber optic,1,Yes,No,Yes,No,No,Yes,No,83.29,1,0,0,3.0,1,1.0,83.29,2,Price-Sensitive
CU-05984,Male,0,1,1,One year,Electronic check,1,DSL,1,No,No,Yes,Yes,No,No,No,62.21,11,1,0,3.0,0,16.064333433987716,999.36,2,Price-Sensitive
CU-05985,Male,0,0,0,Two year,Credit card (automatic),0,DSL,1,Yes,Yes,Yes,No,Yes,Yes,No,71.34,47,1,1,5.0,0,47.0,3352.98,0,High-Value Loyal
CU-05986,Male,0,0,1,Month-to-month,Mailed check,1,DSL,1,No,No,No,No,No,No,Yes,51.89,19,1,0,3.0,0,19.0,985.91,2,Price-Sensitive
CU-05987,Female,0,0,0,Two year,Bank transfer (automatic),1,Fiber optic,1,Yes,No,No,No,No,No,No,60.69,27,1,1,5.0,0,27.0,1638.63,0,High-Value Loyal
CU-05988,Female,0,1,1,One year,Bank transfer (automatic),0,Fiber optic,1,Yes,No,Yes,No,Yes,Yes,No,86.58,8,1,0,3.0,0,15.902748147747204,1376.86,2,Price-Sensitive
CU-05989,Female,0,1,1,Month-to-month,Bank transfer (automatic),1,DSL,1,No,No,Yes,No,No,Yes,Yes,66.66,9,1,0,3.0,0,10.281084654741424,685.34,2,Price-Sensitive
CU-05990,Female,0,0,1,Month-to-month,Electronic check,0,Fiber optic,1,No,No,Yes,No,No,No,No,66.74,17,0,0,3.0,1,17.0,1134.58,2,Price-Sensitive
CU-05991,Male,0,0,1,Month-to-month,Bank transfer (automatic),1,Fiber optic,1,Yes,No,Yes,No,No,No,Yes,82.88,9,0,0,3.0,1,9.0,745.92,2,Price-Sensitive
CU-05992,Female,0,0,0,One year,Bank transfer (automatic),1,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.71,25,1,0,3.0,0,25.0,617.75,3,Low-Value / New
CU-05993,Male,0,1,0,One year,Electronic check,0,Fiber optic,1,No,No,No,No,Yes,Yes,Yes,78.0,39,1,1,4.0,0,39.0,3042.0,0,High-Value Loyal
CU-05994,Male,0,0,0,Month-to-month,Electronic check,1,DSL,1,No,No,Yes,No,No,No,No,55.81,9,1,0,3.0,0,11.703541684532324,653.17,2,Price-Sensitive
CU-05995,Male,0,1,1,Month-to-month,Credit card (automatic),0,DSL,1,No,Yes,Yes,No,No,No,No,56.74,16,0,0,3.0,1,16.0,907.84,2,Price-Sensitive
CU-05996,Female,0,0,0,Two year,Electronic check,0,Fiber optic,1,No,No,No,Yes,No,No,No,73.43,12,1,0,3.0,0,12.412480934445687,911.45,2,Price-Sensitive
CU-05997,Female,0,0,0,Month-to-month,Bank transfer (automatic),1,DSL,1,Yes,No,No,No,No,Yes,No,50.13,19,0,0,3.0,1,19.0,952.47,2,Price-Sensitive
CU-05998,Female,0,1,0,Month-to-month,Bank transfer (automatic),0,Fiber optic,1,Yes,No,No,No,No,No,Yes,75.85,14,0,0,3.0,1,14.0,1061.9,2,Price-Sensitive
CU-05999,Male,0,0,0,Month-to-month,Electronic check,0,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25.09,36,1,0,3.0,0,36.0,903.24,3,Low-Value / New
CU-06000,Male,1,1,1,Month-to-month,Bank transfer (automatic),1,DSL,1,No,Yes,No,Yes,Yes,Yes,No,80.91,29,0,1,5.0,1,29.0,2346.39,0,High-Value Loyal
CU-06001,Female,0,0,0,Two year,Mailed check,1,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.4,31,1,1,2.0,0,31.0,694.4,3,Low-Value / New
CU-06002,Male,0,0,1,Month-to-month,Electronic check,1,DSL,1,Yes,No,Yes,Yes,No,No,No,58.59,3,1,0,3.0,0,10.658973730281032,624.51,2,Price-Sensitive
CU-06003,Female,0,0,0,Month-to-month,Bank transfer (automatic),1,Fiber optic,1,No,Yes,Yes,Yes,No,No,Yes,92.07,26,0,1,4.0,1,26.0,2393.82,0,High-Value Loyal
CU-06004,Female,0,0,1,One year,Credit card (automatic),1,Fiber optic,1,No,No,No,No,Yes,Yes,No,78.67,8,1,0,3.0,0,14.10180280179965,1109.39,2,Price-Sensitive
CU-06005,Male,0,1,0,One year,Bank transfer (automatic),1,DSL,1,No,No,No,No,No,Yes,No,51.35,38,1,1,4.0,0,38.0,1951.3,0,High-Value Loyal
CU-06006,Female,1,1,0,Month-to-month,Credit card (automatic),1,Fiber optic,1,No,No,No,Yes,Yes,Yes,Yes,95.83,11,0,0,3.0,1,11.0,1054.13,2,Price-Sensitive
CU-06007,Female,0,1,1,Month-to-month,Electronic check,0,DSL,1,Yes,No,No,No,No,Yes,No,49.86,28,1,0,3.0,0,28.0,1396.08,2,Price-Sensitive
CU-06008,Male,1,0,0,Month-to-month,Bank transfer (automatic),1,Fiber optic,1,Yes,Yes,No,No,No,Yes,No,75.35,7,0,0,3.0,1,7.0,527.45,2,Price-Sensitive
CU-06009,Female,0,1,0,Two year,Electronic check,1,Fiber optic,0,No phone service,No,No,Yes,No,No,Yes,77.41,20,1,0,3.0,0,20.0,1548.2,2,Price-Sensitive
CU-06010,Male,1,1,0,One year,Electronic check,1,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,26.46,4,1,0,3.0,0,15.907344142630963,420.91,3,Low-Value / New
CU-06011,Female,0,0,0,Two year,Bank transfer (automatic),0,DSL,1,Yes,Yes,Yes,No,No,No,Yes,62.7,43,1,2,4.5,0,43.0,2696.1,1,Growing / Mid-Value
CU-06012,Female,0,1,0,Month-to-month,Electronic check,1,Fiber optic,1,No,Yes,Yes,Yes,Yes,Yes,No,98.89,12,1,0,3.0,0,12.0,1186.68,2,Price-Sensitive
CU-06013,Female,0,1,0,Month-to-month,Electronic check,1,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.24,27,1,1,5.0,0,27.0,600.48,3,Low-Value / New
CU-06014,Female,0,0,0,One year,Credit card (automatic),0,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.29,12,1,0,3.0,0,13.16646584187543,293.48,3,Low-Value / New
CU-06015,Male,0,1,0,Month-to-month,Credit card (automatic),1,Fiber optic,0,No phone service,No,No,No,No,No,Yes,73.11,12,0,1,1.0,1,12.0,877.32,2,Price-Sensitive
CU-06016,Female,0,0,0,One year,Electronic check,1,DSL,1,No,No,No,No,Yes,No,No,49.52,8,1,0,3.0,0,11.84982296363034,586.8,2,Price-Sensitive
CU-06017,Male,0,0,0,Month-to-month,Mailed check,0,Fiber optic,0,No phone service,No,Yes,No,No,No,No,62.07,16,1,1,3.0,0,16.203925109014165,1005.78,2,Price-Sensitive
CU-06018,Female,0,0,1,Month-to-month,Electronic check,0,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.47,5,0,1,4.0,1,5.0,122.35,3,Low-Value / New
CU-06019,Female,0,1,0,One year,Credit card (automatic),1,Fiber optic,1,Yes,No,Yes,No,No,No,Yes,72.29,10,0,1,3.0,1,10.0,722.9,2,Price-Sensitive
CU-06020,Male,0,0,1,Month-to-month,Mailed check,0,No,0,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.89,9,1,0,3.0,0,12.470127771174111,235.56,3,Low-Value / New
CU-06021,Male,1,1,0,Two year,Mailed check,1,DSL,1,Yes,Yes,No,No,No,Yes,Yes,63.18,64,1,0,3.0,0,64.0,4043.52,0,High-Value Loyal
CU-06022,Female,0,1,0,Two year,Bank transfer (automatic),0,No,0,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,12,1,0,3.0,0,16.14789089723305,290.66,3,Low-Value / New
CU-06023,Female,0,1,0,One year,Electronic check,1,DSL,1,No,Yes,Yes,Yes,No,No,No,71.47,16,1,0,3.0,0,16.0,1143.52,2,Price-Sensitive
CU-06024,Male,0,0,0,Month-to-month,Electronic check,1,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,23.21,30,1,0,3.0,0,30.0,696.3,3,Low-Value / New
CU-06025,Male,0,1,0,One year,Mailed check,1,DSL,1,No,No,Yes,No,No,Yes,Yes,60.44,11,0,0,3.0,1,11.0,664.84,2,Price-Sensitive
CU-06026,Male,1,1,0,Month-to-month,Credit card (automatic),0,Fiber optic,1,No,No,No,Yes,No,Yes,Yes,80.66,33,1,1,2.0,0,33.0,2661.78,0,High-Value Loyal
CU-06027,Female,0,0,1,Month-to-month,Credit card (automatic),1,DSL,1,No,No,No,No,Yes,No,Yes,65.11,10,0,0,3.0,1,10.0,651.1,2,Price-Sensitive
CU-06028,Male,0,1,0,Month-to-month,Credit card (automatic),1,DSL,1,Yes,No,No,Yes,No,No,Yes,62.63,1,0,0,3.0,1,1.0,62.63,2,Price-Sensitive
CU-06029,Female,1,1,1,One year,Electronic check,1,DSL,1,No,No,Yes,Yes,No,Yes,Yes,81.97,13,0,0,3.0,1,13.0,1065.61,2,Price-Sensitive
CU-06030,Male,0,1,1,Two year,Credit card (automatic),0,Fiber optic,1,No,No,No,Yes,No,No,No,69.77,12,1,0,3.0,0,15.015351515550377,1047.62,2,Price-Sensitive
CU-06031,Female,0,0,0,Two year,Bank transfer (automatic),1,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,26.71,44,1,1,2.0,0,44.0,1175.24,3,Low-Value / New
CU-06032,Male,1,0,0,Two year,Electronic check,0,Fiber optic,0,No phone service,No,No,Yes,Yes,No,Yes,87.14,35,0,0,3.0,1,35.0,3049.9,0,High-Value Loyal
CU-06033,Female,0,0,0,Two year,Credit card (automatic),1,DSL,1,No,No,No,Yes,No,No,Yes,56.64,22,1,0,3.0,0,22.0,1246.08,2,Price-Sensitive
CU-06034,Male,0,0,0,Month-to-month,Bank transfer (automatic),0,DSL,1,Yes,No,Yes,Yes,No,No,Yes,66.8,29,1,1,3.0,0,29.0,1937.2,0,High-Value Loyal
CU-06035,Female,0,1,0,Month-to-month,Bank transfer (automatic),1,DSL,1,No,No,No,No,No,No,Yes,59.71,7,1,1,2.0,0,15.711286813544973,938.12,2,Price-Sensitive
CU-06036,Male,0,1,1,Month-to-month,Bank transfer (automatic),1,DSL,1,No,Yes,No,No,No,Yes,Yes,69.51,17,0,1,4.0,1,17.0,1181.67,2,Price-Sensitive
CU-06037,Female,1,1,1,One year,Credit card (automatic),1,Fiber optic,1,Yes,Yes,No,Yes,No,No,No,75.82,17,1,0,3.0,0,17.0,1288.94,2,Price-Sensitive
CU-06038,Female,0,1,1,Month-to-month,Credit card (automatic),1,Fiber optic,1,Yes,No,No,No,No,No,Yes,73.39,1,0,0,3.0,1,1.0,73.39,2,Price-Sensitive
CU-06039,Male,0,1,0,One year,Electronic check,0,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.02,38,1,0,3.0,0,38.0,722.76,3,Low-Value / New
CU-06040,Female,0,0,0,Two year,Credit card (automatic),0,DSL,1,Yes,Yes,No,Yes,No,No,Yes,74.28,13,0,2,4.5,1,13.0,965.64,1,Growing / Mid-Value
CU-06041,Female,0,1,0,Month-to-month,Credit card (automatic),0,Fiber optic,1,No,Yes,No,No,No,No,No,74.39,30,1,0,3.0,0,30.0,2231.7,0,High-Value Loyal
CU-06042,Male,0,0,0,Month-to-month,Mailed check,1,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,33,1,1,5.0,0,33.0,594.0,3,Low-Value / New
CU-06043,Male,0,0,0,Month-to-month,Electronic check,1,Fiber optic,1,Yes,Yes,Yes,No,No,No,No,76.48,3,0,0,3.0,1,3.0,229.44,2,Price-Sensitive
CU-06044,Male,0,1,0,Two year,Mailed check,1,Fiber optic,1,Yes,No,Yes,No,No,Yes,No,80.86,26,1,1,2.0,0,26.0,2102.36,0,High-Value Loyal
CU-06045,Female,1,0,1,Month-to-month,Bank transfer (automatic),1,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.48,31,1,0,3.0,0,31.0,696.88,3,Low-Value / New
CU-06046,Female,0,0,1,Two year,Bank transfer (automatic),0,DSL,1,No,No,Yes,No,Yes,Yes,No,72.93,22,1,0,3.0,0,22.0,1604.46,2,Price-Sensitive
CU-06047,Male,0,1,0,Two year,Electronic check,0,DSL,1,Yes,No,Yes,No,No,No,No,49.8,11,1,0,3.0,0,18.21034535470817,906.88,2,Price-Sensitive
CU-06048,Female,0,0,1,Month-to-month,Mailed check,1,Fiber optic,1,No,No,No,Yes,No,No,No,72.34,2,0,1,3.0,1,2.0,144.68,2,Price-Sensitive
CU-06049,Female,0,0,0,Two year,Credit card (automatic),0,Fiber optic,1,Yes,No,No,No,No,No,No,66.53,46,1,2,4.5,0,46.0,3060.38,1,Growing / Mid-Value
CU-06050,Female,0,0,0,Month-to-month,Credit card (automatic),0,Fiber optic,1,No,No,No,Yes,No,Yes,No,78.61,1,0,1,3.0,1,1.0,78.61,2,Price-Sensitive
CU-06051,Female,0,0,1,Month-to-month,Electronic check,1,Fiber optic,1,Yes,Yes,No,No,No,No,No,68.46,18,0,1,4.0,1,18.0,1232.28,2,Price-Sensitive
CU-06052,Female,1,0,1,Month-to-month,Mailed check,0,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.38,23,1,0,3.0,0,23.0,491.74,3,Low-Value / New
CU-06053,Female,1,1,0,Two year,Credit card (automatic),1,Fiber optic,1,Yes,No,No,No,No,No,Yes,74.05,29,1,0,3.0,0,29.0,2147.45,0,High-Value Loyal
CU-06054,Male,0,0,0,Month-to-month,Electronic check,0,DSL,1,Yes,No,Yes,No,Yes,Yes,No,70.74,15,1,0,3.0,0,15.0,1061.1,2,Price-Sensitive
CU-06055,Female,0,1,1,Month-to-month,Electronic check,0,Fiber optic,1,Yes,Yes,Yes,No,No,Yes,No,84.36,24,1,0,3.0,0,24.0,2024.64,0,High-Value Loyal
CU-06056,Male,0,0,0,One year,Bank transfer (automatic),0,DSL,1,Yes,No,No,Yes,No,No,No,49.43,10,1,0,3.0,0,11.788959705810214,582.73,2,Price-Sensitive
CU-06057,Male,0,0,0,Month-to-month,Bank transfer (automatic),1,DSL,1,No,No,No,No,No,No,No,43.41,9,0,0,3.0,1,9.0,390.69,3,Low-Value / New
CU-06058,Male,0,1,0,Month-to-month,Electronic check,1,DSL,1,Yes,No,Yes,No,No,No,Yes,57.13,12,0,0,3.0,1,12.0,685.56,2,Price-Sensitive
CU-06059,Female,0,1,1,Two year,Credit card (automatic),0,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,9,1,0,3.0,0,16.08832831846992,289.59,3,Low-Value / New
CU-06060,Female,0,1,0,Month-to-month,Bank transfer (automatic),0,Fiber optic,1,Yes,Yes,No,No,Yes,No,No,85.56,27,0,1,4.0,1,27.0,2310.12,0,High-Value Loyal
CU-06061,Male,0,1,1,Month-to-month,Mailed check,1,DSL,0,No phone service,Yes,No,No,Yes,No,Yes,53.62,15,1,0,3.0,0,15.0,804.3,2,Price-Sensitive
CU-06062,Male,0,0,0,Month-to-month,Mailed check,1,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.04,5,1,1,4.0,0,11.786116507313096,283.34,3,Low-Value / New
CU-06063,Male,0,0,0,Two year,Bank transfer (automatic),1,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.11,39,1,0,3.0,0,39.0,862.29,3,Low-Value / New
CU-06064,Female,0,1,1,Month-to-month,Mailed check,1,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.92,3,1,0,3.0,0,11.3184530845769,259.42,3,Low-Value / New
CU-06065,Male,1,0,0,Month-to-month,Bank transfer (automatic),1,DSL,1,No,No,No,Yes,No,No,Yes,60.61,17,0,0,3.0,1,17.0,1030.37,2,Price-Sensitive
CU-06066,Female,1,0,0,Two year,Mailed check,1,DSL,0,No phone service,Yes,Yes,No,No,Yes,No,54.66,17,1,0,3.0,0,19.36268176704294,1058.36,2,Price-Sensitive
